000000;0;0;0;0;0;0;0;0;0;0;0;0
000005;0;0;0;0;0;0;0;0;0;0;0;0
000013;230;5;5;5;0;0;0;1;1;5;2023;46
000018;483;6;6;6;0;0;0;1;1;6;4453;50
000023;453;6;6;6;0;0;0;1;1;6;6722;50
000028;493;7;7;7;0;0;0;1;1;7;9271;54
000033;475;7;7;7;0;0;0;1;1;7;11652;54
000040;567;7;7;7;0;0;0;1;1;7;15564;54
000045;661;7;7;7;0;0;0;1;1;7;18874;54
000051;439;7;7;7;0;0;0;1;1;7;21319;54
000056;8;7;7;7;0;0;0;1;2;7;21363;54
000065;855;7;7;7;0;0;0;1;2;7;28653;54
000070;368;7;7;7;0;0;0;1;2;7;30499;54
000079;889;7;7;7;0;0;0;1;2;7;38581;54
000084;498;7;7;7;0;0;0;1;2;7;41075;54
000092;431;7;7;7;0;0;0;1;2;7;44394;54
000101;551;7;7;7;0;0;0;1;2;7;49430;54
000111;655;7;7;7;0;0;0;1;2;7;55957;54
000120;628;7;7;7;0;0;0;1;2;7;62024;54
000127;539;7;7;7;0;0;0;1;2;7;65877;54
000132;534;7;7;7;0;0;0;1;2;7;68554;54
000140;558;7;7;7;0;0;0;1;2;7;72886;54
000145;426;7;7;7;0;0;0;1;2;7;75020;54
000150;677;7;7;7;0;0;0;1;2;7;78410;54
000155;438;7;7;7;0;0;0;1;2;7;80607;54
000160;512;7;7;7;0;0;0;1;2;7;83171;54
000169;467;7;7;7;0;0;0;1;2;7;87137;54
000177;557;7;7;7;0;0;0;1;2;7;91993;54
000182;531;7;7;7;0;0;0;1;2;7;94652;54
000187;613;7;7;7;0;0;0;1;2;7;97721;54
000192;642;7;7;7;0;0;0;1;2;7;100936;54
000197;347;7;7;7;0;0;0;1;2;7;102677;54
000202;526;7;7;7;0;0;0;1;2;7;105312;54
000211;489;7;7;7;0;0;0;1;3;7;109348;54
000216;473;7;7;7;0;0;0;1;3;7;111719;54
000221;578;7;7;7;0;0;0;1;3;7;114613;54
000230;420;7;7;7;0;0;0;1;3;7;118367;54
000238;545;7;7;7;0;0;0;1;3;7;123091;54
000243;559;7;7;7;0;0;0;1;3;7;125889;54
000252;540;7;7;7;0;0;0;1;3;7;130566;54
000257;663;7;7;7;0;0;0;1;3;7;133887;54
000262;639;7;7;7;0;0;0;1;3;7;137086;54
000271;501;7;7;7;0;0;0;1;3;7;141852;54
000276;500;7;7;7;0;0;0;1;3;7;144358;54
000284;396;7;7;7;0;0;0;1;3;7;147328;54
000291;577;7;7;7;0;0;0;1;3;7;151344;54
000296;535;7;7;7;0;0;0;1;3;7;154024;54
000304;583;7;7;7;0;0;0;1;3;7;158763;54
000309;547;7;7;7;0;0;0;1;3;7;161504;54
000314;589;7;7;7;0;0;0;1;3;7;164454;54
000320;484;7;7;7;0;0;0;1;3;7;167231;54
000325;536;7;7;7;0;0;0;1;3;7;169916;54
000331;423;7;7;7;0;0;0;1;3;7;172744;54
000336;310;7;7;7;0;0;0;1;3;7;174297;54
000343;560;7;7;7;0;0;0;1;3;7;177856;54
000348;450;7;7;7;0;0;0;1;3;7;180108;54
000356;545;7;7;7;0;0;0;1;4;7;184429;54
000364;427;7;7;7;0;0;0;1;4;7;187768;54
000371;399;7;7;7;0;0;0;1;4;7;190718;54
000376;693;7;7;7;0;0;0;1;4;7;194187;54
000382;458;7;7;7;0;0;0;1;4;7;196744;54
000387;1013;7;7;7;0;0;0;1;4;7;201817;54
000392;418;7;7;7;0;0;0;1;4;7;204070;54
000401;427;7;7;7;0;0;0;1;4;7;208031;54
000406;455;7;7;7;0;0;0;1;4;7;210313;54
000411;562;7;7;7;0;0;0;1;4;7;213129;54
000417;435;7;7;7;0;0;0;1;4;7;215493;54
000422;523;7;7;7;0;0;0;1;4;7;218112;54
000430;555;7;7;7;0;0;0;1;4;7;222831;54
000437;605;7;7;7;0;0;0;1;4;7;227085;54
000442;542;7;7;7;0;0;0;1;4;7;229866;54
000447;607;7;7;7;0;0;0;1;4;7;232907;54
000452;566;7;7;7;0;0;0;1;4;7;235742;54
000458;539;7;7;7;0;0;0;1;4;7;239087;54
000463;498;7;7;7;0;0;0;1;4;7;241583;54
000468;412;7;7;7;0;0;0;1;4;7;243647;54
000474;503;7;7;7;0;0;0;1;4;7;246353;54
000483;483;7;6;7;0;0;0;1;5;6;250687;54
000488;620;7;6;7;0;0;0;1;5;6;253790;54
000493;495;7;6;7;0;0;0;1;5;6;256272;54
000503;551;7;6;7;0;0;0;1;5;6;261761;54
000508;551;7;6;7;0;0;0;1;5;6;264521;54
000514;576;7;6;7;0;0;0;1;5;6;267976;54
000521;540;7;6;7;0;0;0;1;5;6;271974;54
000526;466;7;6;7;0;0;0;1;5;6;274307;54
000531;423;7;6;7;0;0;0;1;5;6;276428;54
000536;527;7;6;7;0;0;0;1;5;6;279067;54
000541;515;7;6;7;0;0;0;1;5;6;281644;54
000547;444;7;6;7;0;0;0;1;5;6;284187;54
000552;570;7;6;7;0;0;0;1;5;6;287040;54
000557;346;7;4;7;0;0;0;1;6;4;288855;54
000564;352;7;1;7;0;0;0;1;6;1;291160;54
000570;488;7;0;7;0;0;0;1;7;0;294089;54
000575;387;7;0;7;0;0;0;1;8;0;296108;54
000581;460;7;0;7;0;0;0;1;8;0;299072;54
000587;436;7;0;7;0;0;0;1;9;0;301758;54
000593;499;7;0;7;0;0;0;1;10;0;304666;54
000598;339;10;3;10;0;0;0;2;10;3;306388;104
000605;291;10;3;10;0;0;0;2;11;3;308212;104
000610;491;10;3;10;0;0;0;2;11;3;310682;104
000615;512;10;2;10;0;0;0;2;12;2;313327;104
000620;748;10;0;10;0;0;0;2;12;0;317272;104
000625;813;10;0;10;0;0;0;2;13;0;321495;104
000631;476;10;0;10;0;0;0;2;14;0;324317;104
000637;684;10;0;10;0;0;0;2;14;0;328414;104
000643;716;10;0;10;0;0;0;2;15;0;332322;104
000648;419;10;0;10;0;0;0;2;16;0;334712;104
000655;732;10;0;10;0;0;0;2;16;0;339276;104
000662;625;10;0;10;0;0;0;2;17;0;343644;104
000667;487;10;0;10;0;0;0;2;18;0;346083;104
000673;596;10;0;10;0;0;0;2;18;0;349807;104
000679;688;10;0;10;0;0;0;2;19;0;354409;104
000685;491;10;0;10;0;0;0;2;20;0;357133;104
000690;698;10;0;10;0;0;0;2;20;0;360836;104
000697;642;10;0;10;0;0;0;2;21;0;365049;104
000702;620;10;0;10;0;0;0;2;22;0;368458;104
000708;608;10;0;10;0;0;0;2;22;0;372126;104
000715;725;10;0;10;0;0;0;2;23;0;377156;104
000721;815;10;0;10;0;0;0;2;24;0;381492;104
000727;749;10;0;10;0;0;0;2;25;0;386640;104
000733;504;10;0;10;0;0;0;2;25;0;389363;104
000738;731;10;0;10;0;0;0;2;26;0;393291;104
000744;708;10;0;10;0;0;0;2;26;0;397462;104
000752;415;10;0;10;0;0;0;2;27;0;400713;104
000757;697;10;0;10;0;0;0;2;28;0;404352;104
000762;759;10;0;10;0;0;0;2;28;0;408377;104
000768;593;10;0;10;0;0;0;2;29;0;411877;104
000774;442;10;0;10;0;0;0;2;30;0;414396;104
000780;715;10;0;10;0;0;0;2;30;0;418863;104
000787;533;10;0;10;0;0;0;2;31;0;422318;104
000795;480;10;0;10;0;0;0;2;32;0;426196;104
000801;236;10;0;10;0;0;0;2;33;0;427551;104
000806;360;10;0;10;0;0;0;2;33;0;429602;104
000812;303;10;0;10;0;0;0;2;34;0;431371;104
000819;356;10;0;10;0;0;0;2;34;0;433916;104
000825;340;10;0;10;0;0;0;2;35;0;436049;104
000831;358;10;0;10;0;0;0;2;35;0;437914;104
000836;393;10;0;10;0;0;0;2;36;0;440035;104
000841;490;10;0;10;0;0;0;2;36;0;442597;104
000849;472;10;0;10;0;0;0;2;37;0;446372;104
000855;501;10;0;10;0;0;0;2;38;0;449051;104
000861;452;10;0;10;0;0;0;2;38;0;451722;104
000866;448;10;0;10;0;0;0;2;39;0;454146;104
000873;545;10;0;10;0;0;0;2;40;0;458185;104
000880;504;10;0;10;0;0;0;2;40;0;461585;104
000887;539;10;0;10;0;0;0;2;41;0;465585;104
000893;455;10;0;10;0;0;0;2;42;0;468158;104
000899;571;10;0;10;0;0;0;2;42;0;471720;104
000905;531;10;0;10;0;0;0;2;43;0;474506;104
000910;494;10;0;10;0;0;0;2;43;0;477040;104
000915;555;10;0;10;0;0;0;2;44;0;479984;104
000920;757;10;0;10;0;0;0;2;45;0;483789;104
000927;624;10;0;10;0;0;0;2;46;0;488270;104
000934;513;10;0;10;0;0;0;2;46;0;491607;104
000941;681;10;0;10;0;0;0;2;47;0;496406;104
000946;654;10;0;10;0;0;0;2;48;0;499920;104
000953;660;10;0;10;0;0;0;2;49;0;504529;104
000959;644;10;0;10;0;0;0;2;49;0;508190;104
000964;462;10;0;10;0;0;0;2;50;0;510763;104
000971;647;10;0;10;0;0;0;2;51;0;515305;104
000977;662;10;0;10;0;0;0;2;51;0;518912;104
000982;473;10;0;10;0;0;0;2;52;0;521289;104
000987;527;10;0;10;0;0;0;2;52;0;524244;104
000995;339;10;0;10;0;0;0;2;53;0;526857;104
001003;566;10;0;10;0;0;0;2;54;0;531419;104
001011;586;10;0;10;0;0;0;2;54;0;535909;104
001017;746;10;0;10;0;0;0;2;55;0;540250;104
001023;627;10;0;10;0;0;0;2;56;0;544074;104
001028;651;10;0;10;0;0;0;2;56;0;547526;104
001035;698;10;0;10;0;0;0;2;57;0;552471;104
001041;578;10;0;10;0;0;0;2;58;0;556164;104
001048;683;10;0;10;0;0;0;2;58;0;560517;104
001054;744;10;0;10;0;0;0;2;59;0;564821;104
001059;609;10;0;10;0;0;0;2;60;0;568119;104
001066;709;10;0;10;0;0;0;2;60;0;572784;104
001072;469;10;0;10;0;0;0;2;61;0;575989;104
001078;606;10;0;10;0;0;0;2;62;0;579144;104
001084;732;10;0;10;0;0;0;2;62;0;583602;104
001091;434;10;0;10;0;0;0;2;63;0;586660;104
001096;634;10;0;10;0;0;0;2;64;0;589970;104
001102;673;10;0;10;0;0;0;2;64;0;594133;104
001110;443;10;0;10;0;0;0;2;65;0;597512;104
001115;597;10;0;10;0;0;0;2;66;0;600683;104
001121;733;10;0;10;0;0;0;2;66;0;604916;104
001127;454;10;0;10;0;0;0;2;67;0;607854;104
001133;613;10;0;10;0;0;0;2;68;0;611116;104
001142;398;10;0;10;0;0;0;2;68;0;614952;104
001147;8;10;0;10;0;0;0;2;68;0;614995;104
001154;0;11;1;11;0;0;1;3;68;1;614995;126
001159;0;11;1;11;0;0;1;3;68;1;614995;126
001164;0;11;1;11;0;0;1;3;68;1;614995;126
001169;161;11;1;11;0;0;1;3;68;1;615849;126
001176;558;11;1;11;0;0;1;3;69;1;619424;126
001181;396;11;1;11;0;0;1;3;70;1;621555;126
001187;580;11;1;11;0;0;1;3;71;1;625073;126
001192;677;11;1;11;0;0;1;3;71;1;628554;126
001198;678;11;1;11;0;0;1;3;72;1;632706;126
001203;337;11;1;11;0;0;1;3;73;1;634419;126
001209;516;11;1;11;0;0;1;3;73;1;637098;126
001215;531;11;1;11;0;0;1;3;74;1;640758;126
001222;340;11;1;11;0;0;1;3;75;1;643162;126
001227;480;11;1;11;0;0;1;3;75;1;645570;126
001233;266;11;1;11;0;0;1;3;76;1;646950;126
001239;397;11;1;11;0;0;1;3;76;1;649645;126
001246;194;11;1;11;0;0;1;3;77;1;650959;126
001254;390;11;1;11;0;0;1;3;77;1;653866;126
001260;311;11;1;11;0;0;1;3;78;1;655778;126
001265;578;11;1;11;0;0;1;3;78;1;658979;126
001271;284;11;1;11;0;0;1;3;79;1;660469;126
001278;536;11;1;11;0;0;1;3;80;1;664233;126
001284;556;11;1;11;0;0;1;3;80;1;667920;126
001289;395;11;1;11;0;0;1;3;81;1;669923;126
001295;570;11;1;11;0;0;1;3;81;1;673385;126
001301;607;11;1;11;0;0;1;3;82;1;676725;126
001307;418;11;1;11;0;0;1;3;83;1;679303;126
001313;622;11;1;11;0;0;1;3;84;1;683217;126
001319;589;11;1;11;0;0;1;3;84;1;686865;126
001326;317;11;1;11;0;0;1;3;85;1;688853;126
001332;566;11;1;11;0;0;1;3;86;1;692690;126
001338;565;11;1;11;0;0;1;3;86;1;696102;126
